time x_coord y_coord Vx_velocity Vy_velocity
0 149680000000.0 200000000.0 7940.7 20000.0
10000 149759406875.9 400000000.0 7881.4 19999.9
20000 149838221263.3 599999208.3 7822.3 19999.8
30000 149916443794.9 799996835.8 7763.1 19999.5
40000 149994075101.1 999992095.9 7704.1 19999.2
50000 150071115809.8 1199984204.4 7645.1 19998.8
60000 150147566546.3 1399972379.5 7586.1 19998.3
70000 150223427933.4 1599955842.2 7527.3 19997.8
80000 150298700591.4 1799933815.6 7468.5 19997.2
90000 150373385138.1 1999905525.3 7409.7 19996.5
100000 150447482188.9 2199870199.4 7351.0 19995.7
110000 150520992356.7 2399827068.1 7292.4 19994.8
120000 150593916251.9 2599775364.2 7233.8 19993.9
130000 150666254482.4 2799714322.8 7175.3 19992.9
140000 150738007653.8 2999643181.3 7116.9 19991.8
150000 150809176369.2 3199561179.2 7058.5 19990.6
160000 150879761229.2 3399467558.6 7000.2 19989.4
170000 150949762832.2 3599361563.7 6941.9 19988.1
180000 151019181773.9 3799242440.8 6883.7 19986.7
190000 151088018647.8 3999109438.7 6825.5 19985.2
200000 151156274045.0 4198961808.1 6767.5 19983.7
210000 151223948554.1 4398798802.2 6709.4 19982.1
220000 151291042761.6 4598619676.0 6651.4 19980.4
230000 151357557251.2 4798423687.1 6593.5 19978.6
240000 151423492604.7 4998210094.9 6535.7 19976.8
250000 151488849401.2 5197978160.9 6477.9 19974.9
260000 151553628217.7 5397727148.8 6420.1 19972.9
270000 151617829628.8 5597456324.5 6362.5 19970.9
280000 151681454206.7 5797164955.7 6304.8 19968.7
290000 151744502521.4 5996852312.2 6247.3 19966.5
300000 151806975140.5 6196517666.1 6189.7 19964.3
310000 151868872629.4 6396160291.2 6132.3 19961.9
320000 151930195551.2 6595779463.4 6074.9 19959.5
330000 151990944466.7 6795374460.5 6017.5 19957.0
340000 152051119934.3 6994944562.5 5960.3 19954.4
350000 152110722510.3 7194489050.9 5903.0 19951.8
360000 152169752748.8 7394007209.6 5845.8 19949.1
370000 152228211201.4 7593498324.2 5788.7 19946.3
380000 152286098417.8 7792961682.0 5731.7 19943.5
390000 152343414945.2 7992396572.6 5674.6 19940.6
400000 152400161328.6 8191802287.1 5617.7 19937.6
410000 152456338110.9 8391178118.6 5560.8 19934.5
420000 152511945832.8 8590523362.0 5503.9 19931.4
430000 152566985032.6 8789837314.1 5447.1 19928.2
440000 152621456246.8 8989119273.2 5390.4 19924.9
450000 152675360009.2 9188368539.8 5333.7 19921.6
460000 152728696851.9 9387584415.9 5277.0 19918.2
470000 152781467304.5 9586766205.2 5220.5 19914.7
480000 152833671894.6 9785913213.4 5163.9 19911.2
490000 152885311147.6 9985024747.7 5107.4 19907.5
500000 152936385586.9 10184100117.1 5051.0 19903.9
510000 152986895733.4 10383138632.1 4994.6 19900.1
520000 153036842106.3 10582139605.3 4938.3 19896.3
530000 153086225222.3 10781102350.5 4882.0 19892.4
540000 153135045596.3 10980026183.4 4825.8 19888.4
550000 153183303741.0 11178910421.3 4769.6 19884.4
560000 153231000166.7 11377754383.1 4713.5 19880.3
570000 153278135382.1 11576557389.2 4657.5 19876.1
580000 153324709893.5 11775318761.8 4601.4 19871.9
590000 153370724205.1 11974037824.4 4545.5 19867.6
600000 153416178819.2 12172713902.4 4489.5 19863.2
610000 153461074236.0 12371346322.4 4433.7 19858.8
620000 153505410953.5 12569934412.7 4377.9 19854.3
630000 153549189467.8 12768477503.2 4322.1 19849.7
640000 153592410272.8 12966974925.2 4266.4 19845.1
650000 153635073860.6 13165426011.4 4210.7 19840.4
660000 153677180721.1 13363830096.1 4155.1 19835.6
670000 153718731342.1 13562186515.1 4099.5 19830.8
680000 153759726209.6 13760494605.5 4044.0 19825.9
690000 153800165807.4 13958753706.1 3988.5 19820.9
700000 153840050617.5 14156963156.7 3933.1 19815.9
710000 153879381119.6 14355122298.8 3877.7 19810.8
720000 153918157791.8 14553230475.4 3822.3 19805.7
730000 153956381109.9 14751287030.6 3767.0 19800.4
740000 153994051547.8 14949291310.0 3711.8 19795.1
750000 154031169577.5 15147242660.5 3656.6 19789.8
760000 154067735669.1 15345140430.5 3601.5 19784.4
770000 154103750290.5 15542983969.6 3546.4 19778.9
780000 154139213907.8 15740772628.7 3491.3 19773.3
790000 154174126985.2 15938505760.1 3436.3 19767.7
800000 154208489985.0 16136182717.3 3381.3 19762.0
810000 154242303367.3 16333802855.0 3326.4 19756.3
820000 154275567590.6 16531365529.5 3271.6 19750.5
830000 154308283111.3 16728870098.0 3216.7 19744.6
840000 154340450383.9 16926315919.0 3161.9 19738.6
850000 154372069861.0 17123702352.5 3107.2 19732.6
860000 154403141993.5 17321028759.4 3052.5 19726.6
870000 154433667230.0 17518294501.9 2997.9 19720.4
880000 154463646017.6 17715498943.5 2943.3 19714.3
890000 154493078801.3 17912641448.7 2888.7 19708.0
900000 154521966024.3 18109721383.4 2834.2 19701.7
910000 154550308127.9 18306738114.3 2779.7 19695.3
920000 154578105551.6 18503691009.7 2725.3 19688.8
930000 154605358733.1 18700579438.7 2670.9 19682.3
940000 154632068107.9 18897402771.6 2616.6 19675.8
950000 154658234110.1 19094160379.9 2562.3 19669.1
960000 154683857171.8 19290851636.0 2508.1 19662.4
970000 154708937723.1 19487475913.6 2453.8 19655.7
980000 154733476192.5 19684032587.4 2399.7 19648.8
990000 154757473006.6 19880521033.1 2345.6 19642.0
1000000 154780928590.1 20076940627.5 2291.5 19635.0
1010000 154803843366.0 20273290748.4 2237.4 19628.0
1020000 154826217755.6 20469570774.8 2183.4 19620.9
1030000 154848052178.0 20665780086.4 2129.5 19613.8
1040000 154869347051.0 20861918064.2 2075.6 19606.6
1050000 154890102790.3 21057984090.0 2021.7 19599.3
1060000 154910319809.9 21253977546.8 1967.9 19592.0
1070000 154929998522.1 21449897818.3 1914.1 19584.6
1080000 154949139337.3 21645744289.4 1860.3 19577.2
1090000 154967742664.2 21841516345.7 1806.6 19569.7
1100000 154985808909.8 22037213374.1 1753.0 19562.1
1110000 155003338479.2 22232834762.1 1699.3 19554.5
1120000 155020331775.9 22428379898.2 1645.7 19546.8
1130000 155036789201.6 22623848171.9 1592.2 19539.1
1140000 155052711156.2 22819238973.4 1538.7 19531.3
1150000 155068098038.0 23014551694.2 1485.2 19523.4
1160000 155082950243.6 23209785726.1 1431.8 19515.5
1170000 155097268167.5 23404940462.3 1378.4 19507.5
1180000 155111052203.1 23600015296.4 1325.1 19499.4
1190000 155124302741.5 23795009623.2 1271.7 19491.3
1200000 155137020172.5 23989922838.2 1218.5 19483.1
1210000 155149204884.0 24184754337.6 1165.2 19474.9
1220000 155160857262.3 24379503518.6 1112.0 19466.6
1230000 155171977692.0 24574169779.1 1058.9 19458.3
1240000 155182566555.8 24768752517.9 1005.8 19449.9
1250000 155192624235.2 24963251134.4 952.7 19441.4
1260000 155202151109.5 25157665028.8 899.6 19432.9
1270000 155211147556.7 25351993602.3 846.6 19424.3
1280000 155219613953.0 25546236256.6 793.7 19415.6
1290000 155227550672.8 25740392394.2 740.7 19406.9
1300000 155234958089.2 25934461418.4 687.8 19398.1
1310000 155241836573.3 26128442733.1 635.0 19389.3
1320000 155248186494.8 26322335743.0 582.2 19380.4
1330000 155254008221.6 26516139853.5 529.4 19371.5
1340000 155259302120.0 26709854470.7 476.6 19362.5
1350000 155264068554.7 26903479001.4 423.9 19353.4
1360000 155268307888.9 27097012852.9 371.3 19344.3
1370000 155272020483.9 27290455433.3 318.6 19335.1
1380000 155275206699.6 27483806151.4 266.0 19325.8
1390000 155277866894.3 27677064416.6 213.5 19316.5
1400000 155280001424.5 27870229638.8 160.9 19307.2
1410000 155281610645.3 28063301228.7 108.4 19297.7
1420000 155282694910.1 28256278597.6 56.0 19288.3
1430000 155283254570.7 28449161157.3 3.5 19278.7
1440000 155283289977.5 28641948320.2 -48.8 19269.1
1450000 155282801479.1 28834639499.4 -101.2 19259.5
1460000 155281789422.5 29027234108.5 -153.5 19249.7
1470000 155280254153.3 29219731561.7 -205.8 19240.0
1480000 155278196015.4 29412131273.6 -258.1 19230.1
1490000 155275615351.3 29604432659.5 -310.3 19220.2
1500000 155272512501.8 29796635135.3 -362.5 19210.3
1510000 155268887806.0 29988738117.4 -414.6 19200.3
1520000 155264741601.9 30180741022.4 -466.7 19190.2
1530000 155260074225.5 30372643267.9 -518.8 19180.1
1540000 155254886011.4 30564444271.7 -570.9 19169.9
1550000 155249177292.8 30756143452.2 -622.9 19159.7
1560000 155242948401.3 30947740228.2 -674.9 19149.4
1570000 155236199666.9 31139234019.0 -726.8 19139.0
1580000 155228931418.1 31330624244.4 -778.7 19128.6
1590000 155221143981.9 31521910324.6 -830.6 19118.1
1600000 155212837683.8 31713091680.3 -882.5 19107.6
1610000 155204012847.7 31904167732.7 -934.3 19097.0
1620000 155194669796.2 32095137903.3 -986.1 19086.4
1630000 155184808850.1 32286001614.0 -1037.9 19075.7
1640000 155174430329.0 32476758287.3 -1089.6 19064.9
1650000 155163534550.8 32667407345.9 -1141.3 19054.1
1660000 155152121832.1 32857948212.9 -1192.9 19043.2
1670000 155140192487.7 33048380312.0 -1244.6 19032.3
1680000 155127746831.2 33238703067.1 -1296.2 19021.3
1690000 155114785174.7 33428915902.4 -1347.7 19010.2
1700000 155101307828.7 33619018242.7 -1399.3 18999.1
1710000 155087315102.2 33809009512.9 -1450.8 18988.0
1720000 155072807303.0 33998889138.4 -1502.3 18976.7
1730000 155057784737.2 34188656544.8 -1553.7 18965.5
1740000 155042247709.5 34378311158.2 -1605.1 18954.1
1750000 155026196523.1 34567852404.9 -1656.5 18942.7
1760000 155009631479.9 34757279711.4 -1707.9 18931.3
1770000 154992552880.1 34946592504.7 -1759.2 18919.8
1780000 154974961022.9 35135790212.0 -1810.5 18908.2
1790000 154956856205.5 35324872260.8 -1861.7 18896.6
1800000 154938238724.0 35513838078.8 -1913.0 18884.9
1810000 154919108873.2 35702687094.1 -1964.2 18873.2
1820000 154899466946.0 35891418734.9 -2015.4 18861.4
1830000 154879313234.5 36080032429.7 -2066.5 18849.5
1840000 154858648028.7 36268527607.3 -2117.6 18837.6
1850000 154837471617.8 36456903696.7 -2168.7 18825.6
1860000 154815784289.2 36645160127.1 -2219.8 18813.6
1870000 154793586329.0 36833296327.8 -2270.8 18801.5
1880000 154770878022.0 37021311728.6 -2321.8 18789.4
1890000 154747659651.5 37209205759.2 -2372.8 18777.2
1900000 154723931499.3 37396977849.7 -2423.8 18765.0
1910000 154699693846.0 37584627430.1 -2474.7 18752.7
1920000 154674946970.7 37772153931.0 -2525.6 18740.3
1930000 154649691151.2 37959556782.7 -2576.4 18727.9
1940000 154623926663.9 38146835415.9 -2627.3 18715.4
1950000 154597653783.7 38333989261.5 -2678.1 18702.8
1960000 154570872784.2 38521017750.4 -2728.9 18690.3
1970000 154543583937.7 38707920313.7 -2779.6 18677.6
1980000 154515787515.0 38894696382.5 -2830.4 18664.9
1990000 154487483785.7 39081345388.3 -2881.1 18652.1
2000000 154458673018.0 39267866762.4 -2931.8 18639.3
2010000 154429355478.5 39454259936.3 -2982.4 18626.4
2020000 154399531432.8 39640524341.6 -3033.0 18613.5
2030000 154369201145.0 39826659410.0 -3083.6 18600.5
2040000 154338364877.7 40012664573.3 -3134.2 18587.5
2050000 154307022892.4 40198539263.3 -3184.7 18574.4
2060000 154275175449.2 40384282911.8 -3235.3 18561.2
2070000 154242822806.7 40569894950.8 -3285.8 18548.0
2080000 154209965222.4 40755374812.3 -3336.2 18534.7
2090000 154176602952.3 40940721928.1 -3386.7 18521.4
2100000 154142736251.2 41125935730.4 -3437.1 18508.0
2110000 154108365372.4 41311015651.2 -3487.5 18494.5
2120000 154073490568.1 41495961122.5 -3537.8 18481.0
2130000 154038112089.1 41680771576.3 -3588.2 18467.5
2140000 154002230184.7 41865446444.7 -3638.5 18453.9
2150000 153965845103.2 42049985159.7 -3688.8 18440.2
2160000 153928957091.4 42234387153.2 -3739.1 18426.5
2170000 153891566394.8 42418651857.3 -3789.3 18412.7
2180000 153853673257.8 42602778703.8 -3839.5 18398.8
2190000 153815277923.1 42786767124.6 -3889.7 18384.9
2200000 153776380632.6 42970616551.6 -3939.9 18371.0
2210000 153736981626.5 43154326416.4 -3990.0 18357.0
2220000 153697081143.9 43337896150.7 -4040.2 18342.9
2230000 153656679422.7 43521325186.1 -4090.3 18328.8
2240000 153615776699.2 43704612954.1 -4140.3 18314.6
2250000 153574373208.9 43887758886.2 -4190.4 18300.4
2260000 153532469185.5 44070762413.6 -4240.4 18286.1
2270000 153490064861.8 44253622967.5 -4290.4 18271.7
2280000 153447160469.3 44436339979.0 -4340.4 18257.3
2290000 153403756238.0 44618912879.1 -4390.4 18242.8
2300000 153359852396.9 44801341098.4 -4440.3 18228.3
2310000 153315449173.5 44983624067.8 -4490.2 18213.7
2320000 153270546794.3 45165761217.6 -4540.1 18199.1
2330000 153225145484.4 45347751978.4 -4590.0 18184.4
2340000 153179245467.6 45529595780.1 -4639.9 18169.6
2350000 153132846966.6 45711292053.0 -4689.7 18154.8
2360000 153085950202.6 45892840226.7 -4739.5 18140.0
2370000 153038555396.0 46074239730.9 -4789.3 18125.0
2380000 152990662765.5 46255489995.0 -4839.0 18110.0
2390000 152942272528.8 46436590448.4 -4888.8 18095.0
2400000 152893384902.3 46617540519.9 -4938.5 18079.9
2410000 152844000101.3 46798339638.4 -4988.2 18064.8
2420000 152794118339.6 46978987232.5 -5037.9 18049.5
2430000 152743739830.1 47159482730.4 -5087.5 18034.3
2440000 152692864784.3 47339825560.3 -5137.1 18019.0
2450000 152641493412.4 47520015150.0 -5186.7 18003.6
2460000 152589625923.6 47700050927.0 -5236.3 17988.1
2470000 152537262525.6 47879932318.7 -5285.9 17972.6
2480000 152484403425.3 48059658752.0 -5335.5 17957.1
2490000 152431048828.0 48239229653.7 -5385.0 17941.5
2500000 152377198938.0 48418644450.2 -5434.5 17925.8
2510000 152322853958.3 48597902567.7 -5484.0 17910.1
2520000 152268014090.8 48777003432.0 -5533.5 17894.3
2530000 152212679536.1 48955946468.6 -5582.9 17878.5
2540000 152156850493.7 49134731102.7 -5632.3 17862.6
2550000 152100527161.8 49313356759.1 -5681.7 17846.6
2560000 152043709737.6 49491822862.5 -5731.1 17830.6
2570000 151986398417.0 49670128836.8 -5780.5 17814.5
2580000 151928593394.5 49848274106.1 -5829.9 17798.4
2590000 151870294863.8 50026258093.6 -5879.2 17782.2
2600000 151811503017.3 50204080222.5 -5928.5 17766.0
2610000 151752218046.0 50381739915.5 -5977.8 17749.7
2620000 151692440140.1 50559236594.9 -6027.1 17733.3
2630000 151632169488.2 50736569682.6 -6076.3 17716.9
2640000 151571406278.2 50913738600.2 -6125.6 17700.4
2650000 151510150696.4 51090742768.7 -6174.8 17683.9
2660000 151448402928.3 51267581608.8 -6224.0 17667.3
2670000 151386163158.0 51444254540.8 -6273.2 17650.6
2680000 151323431568.6 51620760984.5 -6322.3 17633.9
2690000 151260208341.9 51797100359.3 -6371.5 17617.2
2700000 151196493658.6 51973272084.2 -6420.6 17600.3
2710000 151132287698.2 52149275577.5 -6469.7 17583.5
2720000 151067590639.4 52325110257.4 -6518.8 17566.5
2730000 151002402659.1 52500775541.3 -6567.9 17549.5
2740000 150936723933.8 52676270846.3 -6616.9 17532.5
2750000 150870554638.2 52851595588.9 -6666.0 17515.4
2760000 150803894946.3 53026749185.4 -6715.0 17498.2
2770000 150736745030.9 53201731051.1 -6764.0 17481.0
2780000 150669105063.4 53376540601.1 -6813.0 17463.7
2790000 150600975214.4 53551177250.0 -6862.0 17446.3
2800000 150532355653.2 53725640411.8 -6910.9 17428.9
2810000 150463246548.0 53899929500.0 -6959.8 17411.4
2820000 150393648065.8 54074043927.3 -7008.8 17393.9
2830000 150323560372.8 54247983106.3 -7057.7 17376.3
2840000 150252983633.7 54421746448.7 -7106.6 17358.7
2850000 150181918012.2 54595333365.7 -7155.4 17341.0
2860000 150110363671.0 54768743268.0 -7204.3 17323.2
2870000 150038320771.6 54941975565.6 -7253.1 17305.4
2880000 149965789474.4 55115029668.1 -7302.0 17287.5
2890000 149892769938.7 55287904984.3 -7350.8 17269.6
2900000 149819262322.7 55460600922.4 -7399.6 17251.6
2910000 149745266783.5 55633116890.2 -7448.3 17233.5
2920000 149670783477.1 55805452294.6 -7497.1 17215.4
2930000 149595812558.4 55977606542.0 -7545.8 17197.2
2940000 149520354181.2 56149579038.1 -7594.6 17179.0
2950000 149444408498.2 56321369188.2 -7643.3 17160.7
2960000 149367975661.1 56492976396.5 -7692.0 17142.4
2970000 149291055820.4 56664400066.9 -7740.7 17124.0
2980000 149213649125.6 56835639602.4 -7789.3 17105.5
2990000 149135755724.9 57006694405.5 -7838.0 17086.9
3000000 149057375765.8 57177563877.9 -7886.6 17068.4
3010000 148978509394.4 57348247420.6 -7935.3 17049.7
3020000 148899156756.0 57518744433.9 -7983.9 17031.0
3030000 148819317994.4 57689054317.5 -8032.5 17012.2
3040000 148738993252.8 57859176470.2 -8081.1 16993.4
3050000 148658182673.1 58029110290.1 -8129.6 16974.5
3060000 148576886396.1 58198855174.7 -8178.2 16955.5
3070000 148495104561.7 58368410520.5 -8226.7 16936.5
3080000 148412837308.5 58537775723.6 -8275.3 16917.4
3090000 148330084774.3 58706950179.0 -8323.8 16898.3
3100000 148246847095.6 58875933281.2 -8372.3 16879.1
3110000 148163124408.1 59044724423.6 -8420.8 16859.9
3120000 148078916846.2 59213322999.0 -8469.2 16840.5
3130000 147994224543.4 59381728399.5 -8517.7 16821.2
3140000 147909047632.0 59549940016.3 -8566.1 16801.7
3150000 147823386243.6 59717957239.6 -8614.6 16782.2
3160000 147737240508.3 59885779459.1 -8663.0 16762.7
3170000 147650610555.5 60053406063.5 -8711.4 16743.0
3180000 147563496513.3 60220836440.5 -8759.8 16723.4
3190000 147475898509.1 60388069977.3 -8808.2 16703.6
3200000 147387816668.8 60555106060.0 -8856.6 16683.8
3210000 147299251117.8 60721944073.9 -8904.9 16663.9
3220000 147210201980.0 60888583403.4 -8953.3 16644.0
3230000 147120669378.5 61055023432.1 -9001.6 16624.0
3240000 147030653435.4 61221263542.5 -9049.9 16604.0
3250000 146940154271.6 61387303116.5 -9098.2 16583.8
3260000 146849172007.2 61553141534.9 -9146.5 16563.7
3270000 146757706761.2 61718778177.5 -9194.8 16543.4
3280000 146665758651.4 61884212423.4 -9243.1 16523.1
3290000 146573327794.8 62049443650.7 -9291.3 16502.8
3300000 146480414307.3 62214471236.4 -9339.6 16482.3
3310000 146387018303.8 62379294556.7 -9387.8 16461.8
3320000 146293139898.2 62543912986.7 -9436.1 16441.3
3330000 146198779203.4 62708325900.8 -9484.3 16420.7
3340000 146103936331.3 62872532672.1 -9532.5 16400.0
3350000 146008611392.7 63036532672.9 -9580.7 16379.3
3360000 145912804497.5 63200325274.5 -9628.9 16358.5
3370000 145816515754.5 63363909847.1 -9677.0 16337.6
3380000 145719745271.7 63527285759.9 -9725.2 16316.7
3390000 145622493155.9 63690452381.2 -9773.4 16295.7
3400000 145524759513.0 63853409078.1 -9821.5 16274.6
3410000 145426544447.8 64016155216.8 -9869.6 16253.5
3420000 145327848064.3 64178690162.4 -9917.8 16232.3
3430000 145228670465.3 64341013278.9 -9965.9 16211.1
3440000 145129011752.8 64503123929.2 -10014.0 16189.8
3450000 145028872027.8 64665021475.2 -10062.1 16168.4
3460000 144928251390.1 64826705277.7 -10110.1 16146.9
3470000 144827149938.7 64988174696.5 -10158.2 16125.4
3480000 144725567771.7 65149429090.0 -10206.3 16103.9
3490000 144623504986.0 65310467815.8 -10254.3 16082.2
3500000 144520961677.7 65471290230.2 -10302.4 16060.5
3510000 144417937941.9 65631895688.5 -10350.4 16038.8
3520000 144314433872.7 65792283544.6 -10398.4 16017.0
3530000 144210449563.1 65952453151.6 -10446.4 15995.1
3540000 144105985105.5 66112403861.1 -10494.5 15973.1
3550000 144001040590.8 66272135023.8 -10542.4 15951.1
3560000 143895616109.5 66431645989.1 -10590.4 15929.0
3570000 143789711750.8 66590936105.2 -10638.4 15906.9
3580000 143683327603.0 66750004719.0 -10686.4 15884.6
3590000 143576463753.4 66908851176.5 -10734.3 15862.4
3600000 143469120288.5 67067474822.2 -10782.3 15840.0
3610000 143361297293.8 67225874999.5 -10830.2 15817.6
3620000 143252994853.7 67384051050.4 -10878.2 15795.1
3630000 143144213051.8 67542002315.9 -10926.1 15772.6
3640000 143034951970.7 67699728135.5 -10974.0 15750.0
3650000 142925211692.1 67857227847.7 -11021.9 15727.3
3660000 142814992296.7 68014500789.5 -11069.8 15704.6
3670000 142704293864.3 68171546296.7 -11117.7 15681.7
3680000 142593116473.8 68328363703.7 -11165.6 15658.9
3690000 142481460203.0 68484952343.9 -11213.5 15635.9
3700000 142369325129.0 68641311548.9 -11261.4 15612.9
3710000 142256711327.7 68797440649.5 -11309.2 15589.8
3720000 142143618874.3 68953338974.7 -11357.1 15566.7
3730000 142030047843.0 69109005852.4 -11405.0 15543.5
3740000 141915998307.0 69264440609.2 -11452.8 15520.2
3750000 141801470338.7 69419642570.2 -11500.6 15496.8
3760000 141686464009.5 69574611059.2 -11548.5 15473.4
3770000 141570979389.8 69729345398.4 -11596.3 15450.0
3780000 141455016549.3 69883844909.0 -11644.1 15426.4
3790000 141338575556.6 70038108910.4 -11691.9 15402.8
3800000 141221656479.4 70192136720.8 -11739.7 15379.1
3810000 141104259384.6 70345927657.0 -11787.5 15355.3
3820000 140986384338.1 70499481034.2 -11835.3 15331.5
3830000 140868031404.8 70652796166.3 -11883.1 15307.6
3840000 140749200649.0 70805872365.7 -11930.9 15283.7
3850000 140629892133.8 70958708943.1 -11978.6 15259.6
3860000 140510105921.5 71111305208.2 -12026.4 15235.5
3870000 140389842073.4 71263660468.8 -12074.1 15211.4
3880000 140269100650.2 71415774031.4 -12121.9 15187.1
3890000 140147881711.3 71567645200.9 -12169.6 15162.8
3900000 140026185315.6 71719273280.6 -12217.4 15138.4
3910000 139904011520.7 71870657572.5 -12265.1 15114.0
3920000 139781360383.7 72021797376.9 -12312.8 15089.5
3930000 139658231960.5 72172691992.6 -12360.6 15064.9
3940000 139534626306.4 72323340716.7 -12408.3 15040.2
3950000 139410543475.5 72473742844.8 -12456.0 15015.5
3960000 139285983521.3 72623897671.2 -12503.7 14990.7
3970000 139160946496.2 72773804488.0 -12551.4 14965.8
3980000 139035432452.0 72923462586.3 -12599.1 14940.9
3990000 138909441439.2 73072871255.1 -12646.8 14915.9
4000000 138782973507.9 73222029782.1 -12694.5 14890.8
4010000 138656028707.0 73370937453.3 -12742.2 14865.6
4020000 138528607084.6 73519593552.8 -12789.8 14840.4
4030000 138400708688.0 73667997363.2 -12837.5 14815.1
4040000 138272333563.6 73816148165.6 -12885.2 14789.7
4050000 138143481756.9 73964045239.2 -12932.8 14764.3
4060000 138014153312.6 74111687861.5 -12980.5 14738.7
4070000 137884348274.5 74259075308.2 -13028.2 14713.2
4080000 137754066685.6 74406206853.7 -13075.8 14687.5
4090000 137623308588.0 74553081770.1 -13123.5 14661.8
4100000 137492074022.8 74699699328.1 -13171.1 14635.9
4110000 137360363030.6 74846058796.6 -13218.7 14610.1
4120000 137228175650.8 74992159442.8 -13266.4 14584.1
4130000 137095511922.1 75138000531.8 -13314.0 14558.1
4140000 136962371882.4 75283581327.2 -13361.6 14532.0
4150000 136828755568.8 75428901090.7 -13409.3 14505.8
4160000 136694663017.3 75573959082.2 -13456.9 14479.5
4170000 136560094263.3 75718754559.8 -13504.5 14453.2
4180000 136425049341.3 75863286779.6 -13552.1 14426.8
4190000 136289528285.0 76007554996.1 -13599.7 14400.3
4200000 136153531127.2 76151558461.7 -13647.3 14373.8
4210000 136017057899.9 76295296427.0 -13694.9 14347.2
4220000 135880108634.2 76438768140.8 -13742.5 14320.5
4230000 135742683360.6 76581972849.9 -13790.1 14293.7
4240000 135604782108.5 76724909799.2 -13837.7 14266.8
4250000 135466404906.6 76867578231.6 -13885.3 14239.9
4260000 135327551782.9 77009977388.2 -13932.9 14212.9
4270000 135188222764.3 77152106508.0 -13980.5 14185.8
4280000 135048417877.2 77293964828.2 -14028.1 14158.7
4290000 134908137147.0 77435551583.8 -14075.7 14131.4
4300000 134767380598.4 77576866008.1 -14123.2 14104.1
4310000 134626148255.0 77717907332.1 -14170.8 14076.7
4320000 134484440140.1 77858674784.9 -14218.4 14049.3
4330000 134342256275.7 77999167593.6 -14266.0 14021.7
4340000 134199596683.4 78139384983.3 -14313.5 13994.1
4350000 134056461383.7 78279326176.8 -14361.1 13966.4
4360000 133912850396.4 78418990395.2 -14408.7 13938.6
4370000 133768763740.7 78558376857.1 -14456.2 13910.8
4380000 133624201434.7 78697484779.4 -14503.8 13882.9
4390000 133479163495.8 78836313376.5 -14551.4 13854.8
4400000 133333649940.9 78974861861.1 -14598.9 13826.8
4410000 133187660785.6 79113129443.4 -14646.5 13798.6
4420000 133041196045.2 79251115331.6 -14694.0 13770.3
4430000 132894255734.0 79388818731.6 -14741.6 13742.0
4440000 132746839865.4 79526238847.5 -14789.1 13713.6
4450000 132598948452.4 79663374880.7 -14836.7 13685.1
4460000 132450581506.8 79800226030.7 -14884.2 13656.5
4470000 132301739040.0 79936791494.7 -14931.8 13627.9
4480000 132152421062.3 80073070467.7 -14979.3 13599.2
4490000 132002627583.6 80209062142.4 -15026.9 13570.4
4500000 131852358612.6 80344765709.3 -15074.4 13541.5
4510000 131701614157.7 80480180356.5 -15122.0 13512.5
4520000 131550394226.2 80615305269.8 -15169.5 13483.4
4530000 131398698824.9 80750139633.0 -15217.1 13454.3
4540000 131246527959.6 80884682627.1 -15264.6 13425.1
4550000 131093881635.5 81018933431.2 -15312.2 13395.8
4560000 130940759857.0 81152891221.7 -15359.7 13366.4
4570000 130787162627.9 81286555172.9 -15407.3 13336.9
4580000 130633089951.1 81419924456.6 -15454.8 13307.4
4590000 130478541828.8 81552998242.1 -15502.4 13277.7
4600000 130323518262.4 81685775696.5 -15549.9 13248.0
4610000 130168019252.7 81818255984.3 -15597.4 13218.2
4620000 130012044799.7 81950438267.7 -15645.0 13188.3
4630000 129855594902.8 82082321706.2 -15692.5 13158.4
4640000 129698669560.4 82213905457.2 -15740.1 13128.3
4650000 129541268770.4 82345188675.3 -15787.6 13098.2
4660000 129383392530.0 82476170512.7 -15835.2 13068.0
4670000 129225040835.5 82606850119.0 -15882.7 13037.7
4680000 129066213682.6 82737226641.5 -15930.3 13007.3
4690000 128906911066.4 82867299224.6 -15977.8 12976.8
4700000 128747132981.0 82997067010.5 -16025.4 12946.2
4710000 128586879420.2 83126529138.5 -16072.9 12915.6
4720000 128426150376.7 83255684745.5 -16120.5 12884.8
4730000 128264945842.7 83384532965.7 -16168.0 12854.0
4740000 128103265809.8 83513072930.7 -16215.6 12823.1
4750000 127941110268.7 83641303769.4 -16263.1 12792.1
4760000 127778479209.5 83769224608.0 -16310.7 12761.0
4770000 127615372621.6 83896834570.3 -16358.2 12729.8
4780000 127451790493.8 84024132776.9 -16405.8 12698.6
4790000 127287732814.2 84151118346.2 -16453.3 12667.2
4800000 127123199570.1 84277790393.6 -16500.9 12635.8
4810000 126958190748.1 84404148031.7 -16548.4 12604.2
4820000 126792706334.5 84530190370.4 -16596.0 12572.6
4830000 126626746314.5 84655916516.9 -16643.6 12540.9
4840000 126460310672.9 84781325575.6 -16691.1 12509.1
4850000 126293399393.6 84906416647.9 -16738.7 12477.2
4860000 126126012460.2 85031188832.5 -16786.3 12445.2
4870000 125958149855.3 85155641225.3 -16833.8 12413.2
4880000 125789811561.0 85279772919.1 -16881.4 12381.0
4890000 125620997558.8 85403583004.1 -16929.0 12348.8
4900000 125451707829.5 85527070567.5 -16976.5 12316.4
